line_number,speaker,sentence,politifact_statement,verified_claim,verified_claim_article_title,truth_value,verified_claim_url,notes
109,Donald Trump,They vote twice.,"You have people that are registered who are dead, who are illegals, who are in two states. You have people registered in two states. They're registered in a New York and a New Jersey. They vote twice. There are millions of votes, in my opinion.","There are ""a larger number of shark attacks in Florida than there are cases of voter fraud.""",Are shark attacks more common than voter fraud in Florida?  PolitiFact Florid,Mostly True,https://www.politifact.com/florida/statements/2012/mar/02/aclu-florida/shark-attacks-are-more-common-voter-fraud-florida/,
102,Donald Trump,"With that being said, if you look at voter registration, you look at the dead people that are registered to vote who vote, you look at people that are registered in two states, you look at all of these different things that are happening with registration, you take a look at those registration for -- you're going to find -- and we're going to do an investigation on it...","You have people that are registered who are dead, who are illegals, who are in two states. You have people registered in two states. They're registered in a New York and a New Jersey. They vote twice. There are millions of votes, in my opinion.","There was ""serious voter fraud"" in California.",nts On Fire for Trump's claim about 'serious voter fraud' in California  PolitiFact Californ,Pants on Fire!,https://www.politifact.com/california/statements/2016/nov/28/donald-trump/pants-fire-trumps-claim-about-california-voter-fra/,
102,Donald Trump,"With that being said, if you look at voter registration, you look at the dead people that are registered to vote who vote, you look at people that are registered in two states, you look at all of these different things that are happening with registration, you take a look at those registration for -- you're going to find -- and we're going to do an investigation on it...","You have people that are registered who are dead, who are illegals, who are in two states. You have people registered in two states. They're registered in a New York and a New Jersey. They vote twice. There are millions of votes, in my opinion.","There was ""serious voter fraud"" in Virginia.",Trump's Pants on Fire for claiming 'serious voter fraud' occurred in Virginia  PolitiFact Virgin,Pants on Fire!,https://www.politifact.com/virginia/statements/2016/nov/29/donald-trump/trumps-pants-fire-serious-voter-fraud-claim-virgin/,
102,Donald Trump,"With that being said, if you look at voter registration, you look at the dead people that are registered to vote who vote, you look at people that are registered in two states, you look at all of these different things that are happening with registration, you take a look at those registration for -- you're going to find -- and we're going to do an investigation on it...","You have people that are registered who are dead, who are illegals, who are in two states. You have people registered in two states. They're registered in a New York and a New Jersey. They vote twice. There are millions of votes, in my opinion.","There was ""serious voter fraud"" in New Hampshire.",Trump claims 'serious voter fraud' in New Hampshire  PolitiFact New Hampshire,Pants on Fire!,https://www.politifact.com/new-hampshire/statements/2016/nov/28/donald-trump/trump-claims-serious-voter-fraud-new-hampshire/,
102,Donald Trump,"With that being said, if you look at voter registration, you look at the dead people that are registered to vote who vote, you look at people that are registered in two states, you look at all of these different things that are happening with registration, you take a look at those registration for -- you're going to find -- and we're going to do an investigation on it...","You have people that are registered who are dead, who are illegals, who are in two states. You have people registered in two states. They're registered in a New York and a New Jersey. They vote twice. There are millions of votes, in my opinion.","Says the U.S. election system is ""rigged.""",Donald Trump's baseless claims about the election being 'rigged',Pants on Fire!,https://www.politifact.com/truth-o-meter/statements/2016/aug/15/donald-trump/donald-trumps-baseless-claims-about-election-being/,
102,Donald Trump,"With that being said, if you look at voter registration, you look at the dead people that are registered to vote who vote, you look at people that are registered in two states, you look at all of these different things that are happening with registration, you take a look at those registration for -- you're going to find -- and we're going to do an investigation on it...","You have people that are registered who are dead, who are illegals, who are in two states. You have people registered in two states. They're registered in a New York and a New Jersey. They vote twice. There are millions of votes, in my opinion.","You have to be a citizen to vote, but with same-day voter registration, ""you have places where people just walk in and vote.""",Donald Trump wrongly says noncitizens can vote when there is same-day voter registration,FALSE,https://www.politifact.com/truth-o-meter/statements/2016/may/08/donald-trump/donald-trump-wrongly-says-noncitizens-can-vote-whe/,
102,Donald Trump,"With that being said, if you look at voter registration, you look at the dead people that are registered to vote who vote, you look at people that are registered in two states, you look at all of these different things that are happening with registration, you take a look at those registration for -- you're going to find -- and we're going to do an investigation on it...","You have people that are registered who are dead, who are illegals, who are in two states. You have people registered in two states. They're registered in a New York and a New Jersey. They vote twice. There are millions of votes, in my opinion.","Says he ""won the popular vote if you deduct the millions of people who voted illegally.""",Donald Trump's Pants on Fire claim that millions of illegal votes cost him popular vote victory,Pants on Fire!,https://www.politifact.com/truth-o-meter/statements/2016/nov/28/donald-trump/donald-trumps-pants-fire-claim-millions-illegal-vo/,
102,Donald Trump,"With that being said, if you look at voter registration, you look at the dead people that are registered to vote who vote, you look at people that are registered in two states, you look at all of these different things that are happening with registration, you take a look at those registration for -- you're going to find -- and we're going to do an investigation on it...","You have people that are registered who are dead, who are illegals, who are in two states. You have people registered in two states. They're registered in a New York and a New Jersey. They vote twice. There are millions of votes, in my opinion.",More people are struck by lightning than commit in-person voter fraud by impersonation.,Which happens more People struck by lightning or people committing voter fraud by impersonation?  PolitiFact Wisconsin,TRUE,https://www.politifact.com/wisconsin/statements/2016/apr/07/mark-pocan/which-happens-more-people-struck-lightning-or-peop/,
102,Donald Trump,"With that being said, if you look at voter registration, you look at the dead people that are registered to vote who vote, you look at people that are registered in two states, you look at all of these different things that are happening with registration, you take a look at those registration for -- you're going to find -- and we're going to do an investigation on it...","You have people that are registered who are dead, who are illegals, who are in two states. You have people registered in two states. They're registered in a New York and a New Jersey. They vote twice. There are millions of votes, in my opinion.","There are ""a larger number of shark attacks in Florida than there are cases of voter fraud.""",Are shark attacks more common than voter fraud in Florida?  PolitiFact Florid,Mostly True,https://www.politifact.com/florida/statements/2012/mar/02/aclu-florida/shark-attacks-are-more-common-voter-fraud-florida/,
119,David Muir,"When you say in your opinion millions of illegal votes, that is something that is extremely fundamental to our functioning democracy, a fair and free election.","Muir ""What you have presented so far has been debunked. It's been called false.""Trump ""No, it hasn't. Take a look at the Pew reports.""",There's one study that came out of Pew in 2008 that showed 14 percent of people who voted were noncitizens.,Sean Spicer wrongly uses Pew study to bolster claim that non-citizens vote in large numbers,FALSE,https://www.politifact.com/truth-o-meter/statements/2017/jan/25/sean-spicer/sean-spicer-wrongly-uses-pew-study-bolster-claim-n/,
131,David Muir,And he told me that they found no evidence of voter fraud.,"Muir ""What you have presented so far has been debunked. It's been called false.""Trump ""No, it hasn't. Take a look at the Pew reports.""",There's one study that came out of Pew in 2008 that showed 14 percent of people who voted were noncitizens.,Sean Spicer wrongly uses Pew study to bolster claim that non-citizens vote in large numbers,FALSE,https://www.politifact.com/truth-o-meter/statements/2017/jan/25/sean-spicer/sean-spicer-wrongly-uses-pew-study-bolster-claim-n/,
176,David Muir,You don't think it undermines your credibility if there's no evidence?,I didn't say there are millions of illegal votes. But I think there could very well be millions of people. Thats right.,"Says he ""won the popular vote if you deduct the millions of people who voted illegally.""",Donald Trump's Pants on Fire claim that millions of illegal votes cost him popular vote victory,Pants on Fire!,https://www.politifact.com/truth-o-meter/statements/2016/nov/28/donald-trump/donald-trumps-pants-fire-claim-millions-illegal-vo/,WEAK
178,Donald Trump,"Because they wouldn't -- they didn't come to me, believe me.",I didn't say there are millions of illegal votes. But I think there could very well be millions of people. Thats right.,"Says he ""won the popular vote if you deduct the millions of people who voted illegally.""",Donald Trump's Pants on Fire claim that millions of illegal votes cost him popular vote victory,Pants on Fire!,https://www.politifact.com/truth-o-meter/statements/2016/nov/28/donald-trump/donald-trumps-pants-fire-claim-millions-illegal-vo/,WEAK
662,Donald Trump,"Now, the audience was the biggest ever.",In terms of a total audience including television and everything else that you have we had supposedly the biggest crowd in history.,"That was the largest audience to witness an inauguration, period.",Donald Trump had biggest inaugural crowd ever? Metrics don't show,Pants on Fire!,https://www.politifact.com/truth-o-meter/statements/2017/jan/21/sean-spicer/trump-had-biggest-inaugural-crowd-ever-metrics-don/,WEAK
663,Donald Trump,But this crowd was massive.,In terms of a total audience including television and everything else that you have we had supposedly the biggest crowd in history.,"That was the largest audience to witness an inauguration, period.",Donald Trump had biggest inaugural crowd ever? Metrics don't show,Pants on Fire!,https://www.politifact.com/truth-o-meter/statements/2017/jan/21/sean-spicer/trump-had-biggest-inaugural-crowd-ever-metrics-don/,WEAK
313,Donald Trump,"And the answer was: Yes, absolutely.",Do I think it waterboarding works? Absolutely.,I can tell you that the enhanced interrogation techniques that have since been banned by this administration  specifically waterboarding  work.,"Waterboarding works, US Senate candidate and former CIA officer Todd Wilcox says  PolitiFact Florid",FALSE,https://www.politifact.com/florida/statements/2016/may/24/todd-wilcox/waterboarding-works-us-senate-candidate-todd-wilco/,NEEDS CONTEXT
410,Donald Trump,"Right now, it's very easy to come in.","We're going to have extreme vetting. It's going to be very hard to come in. Right now, it's very easy to come in.","There is ""no system to vet"" refugees from the Middle East.",Wrong Donald Trump says there's 'no system to vet' refugees,FALSE,https://www.politifact.com/truth-o-meter/statements/2016/jun/13/donald-trump/wrong-donald-trump-says-theres-no-system-vet-refug/,
