line_number,speaker,sentence,politifact_statement,verified_claim,verified_claim_article_title,truth_value,verified_claim_url,notes
208,TRUMP,"There has never been anything like this, where e-mails -- and you get a subpoena, you get a subpoena, and after getting the subpoena, you delete 33,000 e-mails, and then you acid wash them or bleach them, as you would say, very expensive process.","Trump """"You Hillary Clinton get a subpoena, and after getting the subpoena you delete 33,000 emails.""","You Hillary Clinton get a subpoena, and after getting the subpoena you delete 33,000 emails.","Donald Trump says Hillary Clinton deleted 33,000 emails after getting a subpoen",Half-True,https://www.politifact.com/truth-o-meter/statements/2016/oct/09/donald-trump/donald-trump-says-hillary-clinton-deleted-33000-em/,
346,CLINTON,"Right now, we are at 90 percent health insurance coverage.","Clinton ""Right now we are at 90 percent health insurance covered. That's the highest we've ever been in our country.""",Right now we are at 90 percent health insurance covered. That's the highest we've ever been in our country.,Hillary Clinton says a record 90 of Americans have health insurance today,TRUE,https://www.politifact.com/truth-o-meter/statements/2016/oct/09/hillary-clinton/hillary-clinton-says-90-percent-health/,
347,CLINTON,That's the highest we've ever been in our country.,"Clinton ""Right now we are at 90 percent health insurance covered. That's the highest we've ever been in our country.""",Right now we are at 90 percent health insurance covered. That's the highest we've ever been in our country.,Hillary Clinton says a record 90 of Americans have health insurance today,TRUE,https://www.politifact.com/truth-o-meter/statements/2016/oct/09/hillary-clinton/hillary-clinton-says-90-percent-health/,NOT SURE
370,TRUMP,"She wants to go to a single-payer plan, which would be a disaster, somewhat similar to Canada.","Trump ""She wants to go to a single-payer plan.""","Says Hillary Clinton ""wants to go to a single-payer plan"" for health care",Donald Trump wrongly says Hillary Clinton 'wants to go to a single-payer plan' for health care,FALSE,https://www.politifact.com/truth-o-meter/statements/2016/oct/09/donald-trump/donald-trump-wrongly-says-hillary-clinton-wants-go/,
437,TRUMP,And we have to be sure that Muslims come in and report when they see something going on.,"Trump ""We have to be sure that Muslims come in and report when they see something going on. When they see hatred going on, they have to report it. As an example, in San Bernardino, many people saw the bombs all over the apartment of the two people that killed 14 and wounded many, many people.""","Neighbors of the San Bernardino shooters ""knew that they were talking about trying to take our country and attack it.""",Christie says neighbors of San Bernardino shooters knew more than they did,FALSE,https://www.politifact.com/truth-o-meter/statements/2016/jan/28/chris-christie/christie-says-neighbors-san-bernardino-shooters-kn/,
439,TRUMP,"As an example, in San Bernardino, many people saw the bombs all over the apartment of the two people that killed 14 and wounded many, many people.","Trump ""We have to be sure that Muslims come in and report when they see something going on. When they see hatred going on, they have to report it. As an example, in San Bernardino, many people saw the bombs all over the apartment of the two people that killed 14 and wounded many, many people.""","Neighbors of the San Bernardino shooters ""knew that they were talking about trying to take our country and attack it.""",Christie says neighbors of San Bernardino shooters knew more than they did,FALSE,https://www.politifact.com/truth-o-meter/statements/2016/jan/28/chris-christie/christie-says-neighbors-san-bernardino-shooters-kn/,
500,TRUMP,And Hillary Clinton wants to allow a 550 percent increase over Obama.,"Trump ""People are coming into our country like we have no idea who they are, where they are from, what their feelings about our country is, and she wants 550 percent more.""","Says Hillary Clinton ""wants to increase Syrian refugees to this country by 550 percent.""",Mike Pence cites Clinton support for more Syrian refugees,TRUE,https://www.politifact.com/truth-o-meter/statements/2016/sep/04/mike-pence/mike-pence-cites-clinton-support-more-syrian-refug/,
501,TRUMP,"People are coming into our country like we have no idea who they are, where they are from, what their feelings about our country is, and she wants 550 percent more.","Trump ""People are coming into our country like we have no idea who they are, where they are from, what their feelings about our country is, and she wants 550 percent more.""","There is ""no system to vet"" refugees from the Middle East.",Wrong Donald Trump says there's 'no system to vet' refugees,FALSE,https://www.politifact.com/truth-o-meter/statements/2016/jun/13/donald-trump/wrong-donald-trump-says-theres-no-system-vet-refug/,
525,CLINTON,"And indeed, you can look at the propaganda on a lot of the terrorists sites, and what Donald Trump says about Muslims is used to recruit fighters, because they want to create a war between us.","Clinton ""You can look at the propaganda on a lot of the terrorists sites, and what Donald Trump says about Muslims is used to recruit fighters, because they want to create a war between us.""",You can look at the propaganda on a lot of the terrorists' sites and what Donald Trump saysabout Muslims is used to recruit fighters.,Clinton said terrorists use Trump's remarks about Muslims for recruitmen,TRUE,https://www.politifact.com/truth-o-meter/statements/2016/oct/10/hillary-clinton/clinton-said-terrorists-use-trumps-remarks-about-m/,
534,TRUMP,I was against -- I was against the war in Iraq.,"Trump ""I was against the war in Iraq.""",I did not support the war in Iraq  The record shows that Im right.,"At first debate, Donald Trump claims, again, that he was against war in Iraq",FALSE,https://www.politifact.com/truth-o-meter/statements/2016/sep/26/donald-trump/donald-trump-claims-again-he-was-against-war-iraq/,
554,TRUMP,We're also letting drugs pour through our southern border at a record clip.,"Trump ""We're also letting drugs pour through our southern border at a record clip.""","Heroin comes in the United States ""from the southern border.""",Trump is right Heroin is coming in through southern border,TRUE,https://www.politifact.com/truth-o-meter/statements/2016/sep/13/donald-trump/trump-right-heroin-coming-through-southern-border/,
605,TRUMP,"But as far as other elements of what she was saying, I don't know Putin.","Trump ""I don't know Putin.""",On whether hes had a relationship with Vladimir Putin.,Donald Trump gets a Full Flop for whether he's had a relationship to Vladimir Putin,Full Flop,https://www.politifact.com/truth-o-meter/statements/2016/aug/01/donald-trump/donald-trump-gets-full-flop-whether-hes-had-relati/,
607,TRUMP,But I don't know Putin.,"Trump ""I don't know Putin.""",On whether hes had a relationship with Vladimir Putin.,Donald Trump gets a Full Flop for whether he's had a relationship to Vladimir Putin,Full Flop,https://www.politifact.com/truth-o-meter/statements/2016/aug/01/donald-trump/donald-trump-gets-full-flop-whether-hes-had-relati/,
675,TRUMP,"And a lot of it has to do with the fact that our taxes are so high, just about the highest in the world.","Trump ""Our taxes are so high, just about the highest in the world.""",America is one of the highest-taxed nations in the world.,"Trump tweaks talking point about U.S. being 'one of' highest-taxed nations, but it's still flawed",Mostly False,https://www.politifact.com/truth-o-meter/statements/2016/jul/22/donald-trump/trumps-claim-us-taxes-tweaked/,
772,CLINTON,"Eight million kids every year have health insurance, because when I was first lady I worked with Democrats and Republicans to create the Children's Health Insurance Program.","Clinton ""When I was first lady I worked with Democrats and Republicans to create the Children's Health Insurance Program.""","Says Hillary Clinton won""health care for 8 million children.""",Did Hillary Clinton win health care for 8 million children as first lady?  PolitiFact Colorad,Mostly True,https://www.politifact.com/colorado/statements/2016/feb/17/hillary-clinton/hillary-clinton-wrong-sanders-claim/,
776,CLINTON,"When I was secretary of state, I went around the world advocating for our country, but also advocating for women's rights, to make sure that women had a decent chance to have a better life and negotiated a treaty with Russia to lower nuclear weapons.","Clinton As secretary of state, I ""negotiated a treaty with Russia to lower nuclear weapons.""","Says New START, passed while Clinton was secretary of state, is a ""treaty cutting Russias nuclear arms.""",Hillary Clinton overstates impact of New START on Russia's nuclear arsen,Half-True,https://www.politifact.com/truth-o-meter/statements/2016/sep/21/hillary-clinton/hillary-clinton-overstates-impact-new-start-russia/,
834,TRUMP,"But our nuclear program has fallen way behind, and they've gone wild with their nuclear program.","Trump ""We are old. We're tired. We're exhausted in terms of nuclear. A very bad thing.""",Even our nuclear arsenal doesn't work. It came out recently they have equipment that is 30 years old. They don't know if it worked.,Donald Trump says 'our nuclear arsenal doesn't work',FALSE,https://www.politifact.com/truth-o-meter/statements/2015/jun/18/donald-trump/donald-trump-says-our-nuclear-arsenal-doesnt-work/,
838,TRUMP,We are old.,"Trump ""We are old. We're tired. We're exhausted in terms of nuclear. A very bad thing.""",Even our nuclear arsenal doesn't work. It came out recently they have equipment that is 30 years old. They don't know if it worked.,Donald Trump says 'our nuclear arsenal doesn't work',FALSE,https://www.politifact.com/truth-o-meter/statements/2015/jun/18/donald-trump/donald-trump-says-our-nuclear-arsenal-doesnt-work/,NOT SURE
839,TRUMP,We're tired.,"Trump ""We are old. We're tired. We're exhausted in terms of nuclear. A very bad thing.""",Even our nuclear arsenal doesn't work. It came out recently they have equipment that is 30 years old. They don't know if it worked.,Donald Trump says 'our nuclear arsenal doesn't work',FALSE,https://www.politifact.com/truth-o-meter/statements/2015/jun/18/donald-trump/donald-trump-says-our-nuclear-arsenal-doesnt-work/,NOT SURE
840,TRUMP,We're exhausted in terms of nuclear.,"Trump ""We are old. We're tired. We're exhausted in terms of nuclear. A very bad thing.""",Even our nuclear arsenal doesn't work. It came out recently they have equipment that is 30 years old. They don't know if it worked.,Donald Trump says 'our nuclear arsenal doesn't work',FALSE,https://www.politifact.com/truth-o-meter/statements/2015/jun/18/donald-trump/donald-trump-says-our-nuclear-arsenal-doesnt-work/,
821,TRUMP,"First of all, she was there as secretary of state with the so-called line in the sand, which...","Clinton ""I was gone"" when there was a red line against Syria.",I was gone when there was a red line against Syria.,Clinton says she was gone for the 'red line' in Syria inciden,Mostly False,http://politifact.com/truth-o-meter/statements/2016/oct/10/hillary-clinton/clinton-and-line-sand-comment/,
851,TRUMP,"And, by the way, ISIS has a good chunk of their oil.","Trump: ""Look at what she did in Libya with Gaddafi. Gaddafi’s out. It's a mess. And, by the way, ISIS has a good chunk of their oil.""",ISIS is making millions of dollars a week selling Libyan oil.,"No, Donald Trump, ISIS is not 'making millions of dollars a week' selling Libyan",FALSE,https://www.politifact.com/truth-o-meter/statements/2016/apr/27/donald-trump/no-donald-trump-isis-not-making-millions-dollars-w/,NEEDED CONTEXT
858,TRUMP,"Well, what Russia did with Assad and, by the way, with Iran, who you made very powerful with the dumbest deal perhaps I've ever seen in the history of deal-making, the Iran deal, with the $150 billion, with the $1.7 billion in cash, which is enough to fill up this room.","Trump ""Iran, who you made very powerful with the dumbest deal perhaps I've ever seen in the history of deal-making, the Iran deal, with the 150 billion.""","Under the Iran nuclear deal, ""we give them 150 billion, we get nothing.""","No, Donald Trump, we are not giving Iran 150 billion for 'nothing'",FALSE,https://www.politifact.com/truth-o-meter/statements/2016/mar/17/donald-trump/no-donald-trump-we-are-not-giving-iran-150-billion/,
981,TRUMP,"And now she wants to sign TPP, even though she says now she's for it.","Trump ""She called the Trans-Pacific Partnership the gold standard.""","Says as secretary of state she was reserving judgment about the Trans-Pacific Partnership and ""hoped it would be the gold standard.""",What Hillary Clinton really said about TPP and the 'gold standard',Half-True,https://www.politifact.com/truth-o-meter/statements/2015/oct/13/hillary-clinton/what-hillary-clinton-really-said-about-tpp-and-gol/,
982,TRUMP,She called it the gold standard.,"Trump ""She called the Trans-Pacific Partnership the gold standard.""","Says as secretary of state she was reserving judgment about the Trans-Pacific Partnership and ""hoped it would be the gold standard.""",What Hillary Clinton really said about TPP and the 'gold standard',Half-True,https://www.politifact.com/truth-o-meter/statements/2015/oct/13/hillary-clinton/what-hillary-clinton-really-said-about-tpp-and-gol/,WEAK
1035,CLINTON,"And there's a lot of fear -- in fact, teachers and parents are calling it the Trump effect.","Clinton ""Teachers and parents are calling it the Trump effect. Bullying is up.""","Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants.","Hillary Clinton, citing 'Trump Effect,' says teachers are reporting more bullying in schools",Mostly True,https://www.politifact.com/truth-o-meter/statements/2016/aug/26/hillary-clinton/hillary-clinton-citing-trump-effect-says-teachers-/,
1036,CLINTON,Bullying is up.,"Clinton ""Teachers and parents are calling it the Trump effect. Bullying is up.""","Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants.","Hillary Clinton, citing 'Trump Effect,' says teachers are reporting more bullying in schools",Mostly True,https://www.politifact.com/truth-o-meter/statements/2016/aug/26/hillary-clinton/hillary-clinton-citing-trump-effect-says-teachers-/,
1069,TRUMP,"We have an increase in murder within our cities, the biggest in 45 years.","Trump ""We have an increase in murder within our cities, the biggest in 45 years.""","We have an increase in murder within our cities, the biggest in 45 years.",Donald Trump largely accurate that U.S. had biggest increase in murders in 45 years,Mostly True,https://www.politifact.com/truth-o-meter/statements/2016/oct/10/donald-trump/trump-claims-us-has-biggest-increase-murders-45-ye/,
1081,TRUMP,"No, there wasn't check out a sex tape.","Trump ""No, there wasn't check out a sex tape"" in his tweets about Alicia Machado.","Says a tweet he sent out ""wasnt saying, check out a sex tape. It was just take a look at"" the background of Alicia Machado.",Trump's Pants on Fire about his early-morning tweet on Alicia Machad,Pants on Fire!,https://www.politifact.com/truth-o-meter/statements/2016/oct/09/donald-trump/trump-early-morning-sex-tape-tweet/,
1168,TRUMP,"Also, the Second Amendment, which is totally under siege by people like Hillary Clinton.","Trump ""The Second Amendment, which is totally under siege by people like Hillary Clinton.""","SaysHillary Clinton ""wants to abolish the Second Amendment.""",Donald Trump falsely claims Hillary Clinton 'wants to abolish the 2nd Amendment',FALSE,https://www.politifact.com/truth-o-meter/statements/2016/may/11/donald-trump/donald-trump-falsely-claims-hillary-clinton-wants-/,
